LLM,Technique,QuestionID,Response
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,B
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,One_Shot,3,E
GPT-4o-mini,One_Shot,3,C
GPT-4o-mini,One_Shot,3,A
GPT-4o-mini,One_Shot,3,D
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,B
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,1,A
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,B
GPT-4o-mini,Few_Shot,2,A
GPT-4o-mini,Few_Shot,2,C
GPT-4o-mini,Few_Shot,2,B
